Store_Dept_Date,Weekly_Sales
8_17_2013-05-31,8138.428000000003
8_18_2013-05-31,8138.428000000003
8_19_2013-05-31,8138.428000000003
8_20_2013-05-31,8138.428000000003
8_21_2013-05-31,8214.230600000003
8_22_2013-05-31,8214.230600000003
8_23_2013-05-31,8193.455600000001
8_24_2013-05-31,8209.754600000002
8_25_2013-05-31,8201.2124
8_26_2013-05-31,8204.307400000002
8_27_2013-05-31,8204.307400000002
8_28_2013-05-31,8204.307400000002
8_29_2013-05-31,8204.307400000002
8_30_2013-05-31,8204.307400000002
8_31_2013-05-31,8204.307400000002
8_32_2013-05-31,8204.307400000002
8_33_2013-05-31,8204.307400000002
8_34_2013-05-31,8204.307400000002
8_35_2013-05-31,8204.307400000002
8_36_2013-05-31,8204.307400000002
8_37_2013-05-31,8204.307400000002
8_38_2013-05-31,8204.307400000002
8_40_2013-05-31,8204.307400000002
8_41_2013-05-31,8204.307400000002
8_42_2013-05-31,8204.307400000002
8_44_2013-05-31,8204.307400000002
8_46_2013-05-31,8204.307400000002
8_49_2013-05-31,8204.307400000002
8_52_2013-05-31,8204.307400000002
8_54_2013-05-31,8204.307400000002
8_55_2013-05-31,8204.307400000002
8_56_2013-05-31,8204.307400000002
8_58_2013-05-31,8204.307400000002
8_59_2013-05-31,8204.307400000002
8_60_2013-05-31,8204.307400000002
8_67_2013-05-31,8204.307400000002
8_71_2013-05-31,8204.307400000002
8_72_2013-05-31,8204.307400000002
8_74_2013-05-31,8204.307400000002
8_79_2013-05-31,8204.307400000002
8_80_2013-05-31,8204.307400000002
8_81_2013-05-31,8204.307400000002
8_82_2013-05-31,8204.307400000002
8_83_2013-05-31,8204.307400000002
8_85_2013-05-31,8204.307400000002
8_87_2013-05-31,8204.307400000002
8_90_2013-05-31,8204.307400000002
8_91_2013-05-31,8204.307400000002
8_92_2013-05-31,8204.307400000002
8_93_2013-05-31,8204.307400000002
8_94_2013-05-31,8204.307400000002
8_95_2013-05-31,8204.307400000002
8_97_2013-05-31,8204.307400000002
8_98_2013-05-31,8204.307400000002
8_1_2013-06-07,607.9398
8_2_2013-06-07,607.8606000000001
8_3_2013-06-07,607.8606000000001
8_4_2013-06-07,607.8606000000001
8_5_2013-06-07,607.8606000000001
8_6_2013-06-07,607.8606000000001
8_7_2013-06-07,607.8606000000001
8_8_2013-06-07,607.8606000000001
8_9_2013-06-07,607.8606000000001
8_10_2013-06-07,607.8606000000001
8_11_2013-06-07,607.8606000000001
8_12_2013-06-07,607.5414000000001
8_13_2013-06-07,607.5414000000001
8_14_2013-06-07,607.4622
8_16_2013-06-07,607.4622
8_17_2013-06-07,607.4622
8_18_2013-06-07,607.4622
8_19_2013-06-07,607.4622
8_20_2013-06-07,607.4622
8_21_2013-06-07,607.4622
8_22_2013-06-07,607.4622
8_23_2013-06-07,607.4622
8_24_2013-06-07,607.4622
8_25_2013-06-07,607.4622
8_26_2013-06-07,607.1844000000001
8_27_2013-06-07,607.1844000000001
8_28_2013-06-07,607.1844000000001
8_29_2013-06-07,606.5874000000001
8_30_2013-06-07,606.5874000000001
8_31_2013-06-07,606.5874000000001
8_32_2013-06-07,606.5874000000001
8_33_2013-06-07,606.5874000000001
8_34_2013-06-07,606.5874000000001
8_35_2013-06-07,606.5874000000001
8_36_2013-06-07,606.5874000000001
8_37_2013-06-07,606.5874000000001
8_38_2013-06-07,606.5874000000001
8_40_2013-06-07,606.5874000000001
8_41_2013-06-07,606.5874000000001
8_42_2013-06-07,606.5874000000001
8_44_2013-06-07,606.5874000000001
8_46_2013-06-07,606.5874000000001
8_49_2013-06-07,606.5874000000001
8_52_2013-06-07,606.5874000000001
8_54_2013-06-07,606.5874000000001
8_55_2013-06-07,606.5874000000001
8_56_2013-06-07,606.5874000000001
8_58_2013-06-07,606.5874000000001
8_59_2013-06-07,606.5874000000001
8_60_2013-06-07,606.5874000000001
8_67_2013-06-07,606.5874000000001
8_71_2013-06-07,606.5874000000001
8_72_2013-06-07,606.5874000000001
8_74_2013-06-07,606.5874000000001
8_79_2013-06-07,606.5874000000001
8_80_2013-06-07,606.5874000000001
8_81_2013-06-07,606.5874000000001
8_82_2013-06-07,606.5874000000001
8_83_2013-06-07,606.5874000000001
8_85_2013-06-07,606.5874000000001
8_87_2013-06-07,606.5874000000001
8_90_2013-06-07,606.5874000000001
8_91_2013-06-07,606.5874000000001
8_92_2013-06-07,606.5874000000001
8_93_2013-06-07,606.5874000000001
8_94_2013-06-07,606.5874000000001
8_95_2013-06-07,606.5874000000001
8_97_2013-06-07,606.5874000000001
8_98_2013-06-07,606.5874000000001
8_1_2013-06-14,8071.306400000002
8_2_2013-06-14,8071.306400000002
8_3_2013-06-14,8071.306400000002
8_4_2013-06-14,8071.306400000002
8_5_2013-06-14,8011.973000000003
8_6_2013-06-14,8017.495600000002
8_7_2013-06-14,7989.4688000000015
8_8_2013-06-14,7989.4688000000015
8_9_2013-06-14,7989.4688000000015
8_10_2013-06-14,7989.4688000000015
8_11_2013-06-14,7982.142800000001
8_12_2013-06-14,7984.720400000002
8_13_2013-06-14,7984.720400000002
8_14_2013-06-14,7959.560200000002
8_16_2013-06-14,7926.043200000002
8_17_2013-06-14,7929.714600000002
8_18_2013-06-14,7929.714600000002
8_19_2013-06-14,7929.714600000002
8_20_2013-06-14,7929.714600000002
8_21_2013-06-14,8034.3488000000025
8_22_2013-06-14,8034.3488000000025
8_23_2013-06-14,8013.573800000001
8_24_2013-06-14,8029.872800000001
8_25_2013-06-14,8021.3306
8_26_2013-06-14,8024.4256000000005
8_27_2013-06-14,8024.4256000000005
8_28_2013-06-14,8024.4256000000005
8_29_2013-06-14,8024.4256000000005
8_30_2013-06-14,8024.4256000000005
8_31_2013-06-14,8024.4256000000005
8_32_2013-06-14,8024.4256000000005
8_33_2013-06-14,8024.4256000000005
8_34_2013-06-14,8024.4256000000005
8_35_2013-06-14,8024.4256000000005
8_36_2013-06-14,8024.4256000000005
8_37_2013-06-14,8024.4256000000005
8_38_2013-06-14,8024.4256000000005
8_40_2013-06-14,8024.4256000000005
8_41_2013-06-14,8024.4256000000005
8_42_2013-06-14,8024.4256000000005
8_44_2013-06-14,8024.4256000000005
8_46_2013-06-14,8024.4256000000005
8_49_2013-06-14,8024.4256000000005
8_52_2013-06-14,8024.4256000000005
8_54_2013-06-14,8024.4256000000005
8_55_2013-06-14,8024.4256000000005
8_56_2013-06-14,8024.4256000000005
8_58_2013-06-14,8024.4256000000005
8_59_2013-06-14,8024.4256000000005
8_60_2013-06-14,8024.4256000000005
8_67_2013-06-14,8024.4256000000005
8_71_2013-06-14,8024.4256000000005
8_72_2013-06-14,8024.4256000000005
8_74_2013-06-14,8024.4256000000005
8_79_2013-06-14,8024.4256000000005
8_80_2013-06-14,8024.4256000000005
8_81_2013-06-14,8024.4256000000005
8_82_2013-06-14,8024.4256000000005
8_83_2013-06-14,8024.4256000000005
8_85_2013-06-14,8024.4256000000005
8_87_2013-06-14,8024.4256000000005
8_90_2013-06-14,8024.4256000000005
8_91_2013-06-14,8024.4256000000005
8_92_2013-06-14,8024.4256000000005
8_93_2013-06-14,8024.4256000000005
8_94_2013-06-14,8024.4256000000005
8_95_2013-06-14,8024.4256000000005
8_97_2013-06-14,8024.4256000000005
8_98_2013-06-14,8024.4256000000005
8_99_2013-06-14,8024.4256000000005
8_1_2013-06-21,578.7944000000001
8_2_2013-06-21,578.7152000000001
8_3_2013-06-21,578.7152000000001
8_4_2013-06-21,578.7152000000001
8_5_2013-06-21,578.7152000000001
8_6_2013-06-21,578.7152000000001
8_7_2013-06-21,578.7152000000001
8_8_2013-06-21,578.7152000000001
8_9_2013-06-21,578.7152000000001
8_10_2013-06-21,578.7152000000001
8_11_2013-06-21,578.7152000000001
8_12_2013-06-21,578.3960000000002
8_13_2013-06-21,578.3960000000002
8_14_2013-06-21,578.3168000000002
8_16_2013-06-21,578.3168000000002
8_17_2013-06-21,578.3168000000002
8_18_2013-06-21,578.3168000000002
8_19_2013-06-21,578.3168000000002
8_20_2013-06-21,578.3168000000002
8_21_2013-06-21,578.3168000000002
8_22_2013-06-21,578.3168000000002
8_23_2013-06-21,578.3168000000002
8_24_2013-06-21,578.3168000000002
8_25_2013-06-21,578.3168000000002
8_26_2013-06-21,578.0390000000001
8_27_2013-06-21,578.0390000000001
8_28_2013-06-21,578.0390000000001
8_29_2013-06-21,577.442
8_30_2013-06-21,577.442
8_31_2013-06-21,577.442
8_32_2013-06-21,577.442
8_33_2013-06-21,577.442
8_34_2013-06-21,577.442
8_35_2013-06-21,577.442
8_36_2013-06-21,577.442
8_37_2013-06-21,577.442
8_38_2013-06-21,577.442
8_40_2013-06-21,577.442
8_41_2013-06-21,577.442
8_42_2013-06-21,577.442
8_44_2013-06-21,577.442
8_46_2013-06-21,577.442
8_49_2013-06-21,577.442
8_52_2013-06-21,577.442
8_54_2013-06-21,577.442
8_55_2013-06-21,577.442
8_56_2013-06-21,577.442
8_58_2013-06-21,577.442
8_59_2013-06-21,577.442
8_60_2013-06-21,577.442
8_67_2013-06-21,577.442
8_71_2013-06-21,577.442
8_72_2013-06-21,577.442
8_74_2013-06-21,577.442
8_79_2013-06-21,577.442
8_80_2013-06-21,577.442
8_81_2013-06-21,577.442
8_82_2013-06-21,577.442
8_83_2013-06-21,577.442
8_85_2013-06-21,577.442
8_87_2013-06-21,577.442
8_90_2013-06-21,577.442
8_91_2013-06-21,577.442
8_92_2013-06-21,577.442
8_93_2013-06-21,577.442
8_94_2013-06-21,577.442
8_95_2013-06-21,577.442
8_97_2013-06-21,577.442
8_98_2013-06-21,577.442
8_1_2013-06-28,4452.337399999999
8_2_2013-06-28,4456.315599999999
8_3_2013-06-28,4456.315599999999
8_4_2013-06-28,4434.449199999999
8_5_2013-06-28,4434.449199999999
8_6_2013-06-28,4435.523799999999
8_7_2013-06-28,4435.523799999999
8_8_2013-06-28,4435.523799999999
8_9_2013-06-28,4456.842
8_10_2013-06-28,4472.295999999999
8_11_2013-06-28,4457.320799999999
8_12_2013-06-28,4419.158599999999
8_13_2013-06-28,4420.226999999999
8_14_2013-06-28,4417.725999999999
8_16_2013-06-28,4416.675399999999
8_17_2013-06-28,4406.405
8_18_2013-06-28,4406.405
8_19_2013-06-28,4406.405
8_20_2013-06-28,4443.398199999999
8_21_2013-06-28,4451.708199999999
8_22_2013-06-28,4413.863999999999
8_23_2013-06-28,4413.863999999999
8_24_2013-06-28,4386.861199999999
8_25_2013-06-28,4386.861199999999
8_26_2013-06-28,4349.330999999999
8_27_2013-06-28,4323.948599999999
8_28_2013-06-28,4323.948599999999
8_29_2013-06-28,4336.501999999999
8_30_2013-06-28,4348.2735999999995
8_31_2013-06-28,4348.2735999999995
8_32_2013-06-28,4348.2735999999995
8_33_2013-06-28,4348.2735999999995
8_34_2013-06-28,4348.2735999999995
8_35_2013-06-28,4348.2735999999995
8_36_2013-06-28,4348.2735999999995
8_37_2013-06-28,4348.2735999999995
8_38_2013-06-28,4348.2735999999995
8_40_2013-06-28,4348.2735999999995
8_41_2013-06-28,4348.2735999999995
8_42_2013-06-28,4348.2735999999995
8_44_2013-06-28,4348.2735999999995
8_46_2013-06-28,4348.2735999999995
8_49_2013-06-28,4348.2735999999995
8_52_2013-06-28,4348.2735999999995
8_54_2013-06-28,4348.2735999999995
8_55_2013-06-28,4348.2735999999995
8_56_2013-06-28,4348.2735999999995
8_58_2013-06-28,4348.2735999999995
8_59_2013-06-28,4348.2735999999995
8_60_2013-06-28,4348.2735999999995
8_67_2013-06-28,4348.2735999999995
8_71_2013-06-28,4348.2735999999995
8_72_2013-06-28,4348.2735999999995
8_74_2013-06-28,4348.2735999999995
8_79_2013-06-28,4348.2735999999995
8_80_2013-06-28,4348.2735999999995
8_81_2013-06-28,4348.2735999999995
8_82_2013-06-28,4348.2735999999995
8_83_2013-06-28,4348.2735999999995
8_85_2013-06-28,4348.2735999999995
8_87_2013-06-28,4348.2735999999995
8_90_2013-06-28,4348.2735999999995
8_91_2013-06-28,4348.2735999999995
8_92_2013-06-28,4348.2735999999995
8_93_2013-06-28,4348.2735999999995
8_94_2013-06-28,4348.2735999999995
8_95_2013-06-28,4348.2735999999995
8_97_2013-06-28,4348.2735999999995
8_98_2013-06-28,4348.2735999999995
8_1_2013-07-05,628.8692
8_2_2013-07-05,628.79
8_3_2013-07-05,628.79
8_4_2013-07-05,628.79
8_5_2013-07-05,628.79
8_6_2013-07-05,628.79
8_7_2013-07-05,628.79
8_8_2013-07-05,628.79
8_9_2013-07-05,628.79
8_10_2013-07-05,628.79
8_11_2013-07-05,628.79
8_12_2013-07-05,628.4708
8_13_2013-07-05,628.4708
8_14_2013-07-05,628.3916
8_16_2013-07-05,628.3916
8_17_2013-07-05,628.3916
8_19_2013-07-05,628.3916
8_20_2013-07-05,628.3916
8_21_2013-07-05,628.3916
8_22_2013-07-05,628.3916
8_23_2013-07-05,628.3916
8_24_2013-07-05,628.3916
8_25_2013-07-05,628.3916
8_26_2013-07-05,628.1138000000001
8_27_2013-07-05,628.1138000000001
8_28_2013-07-05,628.1138000000001
8_29_2013-07-05,627.5168000000001
8_30_2013-07-05,627.5168000000001
8_31_2013-07-05,627.5168000000001
8_32_2013-07-05,627.5168000000001
8_33_2013-07-05,627.5168000000001
8_34_2013-07-05,627.5168000000001
8_35_2013-07-05,627.5168000000001
8_36_2013-07-05,627.5168000000001
8_37_2013-07-05,627.5168000000001
8_38_2013-07-05,627.5168000000001
8_40_2013-07-05,627.5168000000001
8_41_2013-07-05,627.5168000000001
8_42_2013-07-05,627.5168000000001
8_44_2013-07-05,627.5168000000001
8_46_2013-07-05,627.5168000000001
8_49_2013-07-05,627.5168000000001
8_52_2013-07-05,627.5168000000001
8_54_2013-07-05,627.5168000000001
8_55_2013-07-05,627.5168000000001
8_56_2013-07-05,627.5168000000001
8_58_2013-07-05,627.5168000000001
8_59_2013-07-05,627.5168000000001
8_60_2013-07-05,627.5168000000001
8_67_2013-07-05,627.5168000000001
8_71_2013-07-05,627.5168000000001
8_72_2013-07-05,627.5168000000001
8_74_2013-07-05,627.5168000000001
8_79_2013-07-05,627.5168000000001
8_80_2013-07-05,627.5168000000001
8_81_2013-07-05,627.5168000000001
8_82_2013-07-05,627.5168000000001
8_83_2013-07-05,627.5168000000001
8_85_2013-07-05,627.5168000000001
8_87_2013-07-05,627.5168000000001
8_90_2013-07-05,627.5168000000001
8_91_2013-07-05,627.5168000000001
8_92_2013-07-05,627.5168000000001
8_93_2013-07-05,627.5168000000001
8_94_2013-07-05,627.5168000000001
8_95_2013-07-05,627.5168000000001
8_96_2013-07-05,627.5168000000001
8_97_2013-07-05,627.5168000000001
8_98_2013-07-05,627.5168000000001
8_99_2013-07-05,627.5168000000001
8_1_2013-07-12,461.38340000000005
8_2_2013-07-12,466.6022000000001
8_3_2013-07-12,466.6022000000001
8_4_2013-07-12,466.6022000000001
8_5_2013-07-12,466.6022000000001
8_6_2013-07-12,469.0062000000001
8_7_2013-07-12,469.0062000000001
8_8_2013-07-12,467.81500000000005
8_9_2013-07-12,466.6238000000001
8_10_2013-07-12,471.4882
8_11_2013-07-12,476.2826
8_12_2013-07-12,472.4472
8_13_2013-07-12,468.2988
8_14_2013-07-12,464.04720000000003
8_16_2013-07-12,464.5434
8_17_2013-07-12,457.39700000000005
8_18_2013-07-12,457.39700000000005
8_19_2013-07-12,457.39700000000005
8_20_2013-07-12,462.01379999999995
8_21_2013-07-12,462.01379999999995
8_22_2013-07-12,462.01379999999995
8_23_2013-07-12,462.5431999999999
8_24_2013-07-12,475.94079999999997
8_25_2013-07-12,461.72839999999997
8_26_2013-07-12,461.72839999999997
8_27_2013-07-12,461.72839999999997
8_28_2013-07-12,458.1276
8_29_2013-07-12,458.1276
8_30_2013-07-12,458.1276
8_31_2013-07-12,458.1276
8_32_2013-07-12,458.1276
8_33_2013-07-12,458.1276
8_34_2013-07-12,458.1276
8_35_2013-07-12,458.1276
8_36_2013-07-12,458.1276
8_37_2013-07-12,458.1276
8_38_2013-07-12,458.1276
8_40_2013-07-12,458.1276
8_41_2013-07-12,458.1276
8_42_2013-07-12,458.1276
8_44_2013-07-12,458.1276
8_46_2013-07-12,458.1276
8_49_2013-07-12,458.1276
8_52_2013-07-12,458.1276
8_54_2013-07-12,458.1276
8_55_2013-07-12,458.1276
8_56_2013-07-12,458.1276
8_58_2013-07-12,458.1276
8_59_2013-07-12,458.1276
8_60_2013-07-12,458.1276
8_67_2013-07-12,458.1276
8_71_2013-07-12,458.1276
8_72_2013-07-12,458.1276
8_74_2013-07-12,458.1276
8_79_2013-07-12,458.1276
8_80_2013-07-12,458.1276
8_81_2013-07-12,458.1276
8_82_2013-07-12,458.1276
8_83_2013-07-12,458.1276
8_85_2013-07-12,458.1276
8_87_2013-07-12,458.1276
8_90_2013-07-12,458.1276
8_91_2013-07-12,458.1276
8_92_2013-07-12,458.1276
8_93_2013-07-12,458.1276
8_94_2013-07-12,458.1276
8_95_2013-07-12,458.1276
8_97_2013-07-12,458.1276
8_98_2013-07-12,458.1276
8_99_2013-07-12,458.1276
8_1_2013-07-19,21929.8026
8_2_2013-07-19,22040.796799999996
8_3_2013-07-19,22314.596599999997
8_4_2013-07-19,22314.596599999997
8_5_2013-07-19,22425.590799999994
8_6_2013-07-19,22218.3726
8_7_2013-07-19,22072.141399999997
8_8_2013-07-19,22124.048
8_9_2013-07-19,22166.345400000002
8_10_2013-07-19,22166.345400000002
8_11_2013-07-19,22145.6502
8_12_2013-07-19,22303.461600000002
8_13_2013-07-19,22208.463000000003
8_14_2013-07-19,22110.821
8_16_2013-07-19,22135.762600000002
8_17_2013-07-19,22135.762600000002
8_19_2013-07-19,22964.567400000007
8_20_2013-07-19,22500.203600000004
8_21_2013-07-19,22408.968000000004
8_22_2013-07-19,22408.968000000004
8_23_2013-07-19,22528.401000000005
8_24_2013-07-19,22664.217200000006
8_25_2013-07-19,22597.236600000007
8_26_2013-07-19,22597.236600000007
8_27_2013-07-19,22597.236600000007
8_28_2013-07-19,22597.236600000007
8_29_2013-07-19,22597.236600000007
8_30_2013-07-19,22597.236600000007
8_31_2013-07-19,22597.236600000007
8_32_2013-07-19,22597.236600000007
8_33_2013-07-19,22597.236600000007
8_34_2013-07-19,22597.236600000007
8_35_2013-07-19,22597.236600000007
8_36_2013-07-19,22597.236600000007
8_37_2013-07-19,22597.236600000007
8_38_2013-07-19,22597.236600000007
8_40_2013-07-19,22597.236600000007
8_41_2013-07-19,22597.236600000007
8_42_2013-07-19,22597.236600000007
8_44_2013-07-19,22597.236600000007
8_46_2013-07-19,22597.236600000007
8_49_2013-07-19,22597.236600000007
8_52_2013-07-19,22597.236600000007
8_55_2013-07-19,22597.236600000007
8_56_2013-07-19,22597.236600000007
8_58_2013-07-19,22597.236600000007
8_59_2013-07-19,22597.236600000007
8_60_2013-07-19,22597.236600000007
8_67_2013-07-19,22597.236600000007
8_71_2013-07-19,22597.236600000007
8_72_2013-07-19,22597.236600000007
8_74_2013-07-19,22597.236600000007
8_79_2013-07-19,22597.236600000007
8_80_2013-07-19,22597.236600000007
8_81_2013-07-19,22597.236600000007
8_82_2013-07-19,22597.236600000007
8_83_2013-07-19,22597.236600000007
8_85_2013-07-19,22597.236600000007
8_87_2013-07-19,22597.236600000007
8_90_2013-07-19,22597.236600000007
8_91_2013-07-19,22597.236600000007
8_92_2013-07-19,22597.236600000007
8_93_2013-07-19,22597.236600000007
8_94_2013-07-19,22597.236600000007
8_95_2013-07-19,22597.236600000007
8_97_2013-07-19,22597.236600000007
8_98_2013-07-19,22597.236600000007
8_99_2013-07-19,22597.236600000007
8_1_2013-07-26,8301.382600000003
8_2_2013-07-26,8301.382600000003
8_3_2013-07-26,8301.382600000003
8_4_2013-07-26,8301.382600000003
8_5_2013-07-26,8220.874800000001
8_6_2013-07-26,8226.397400000002
8_7_2013-07-26,8198.3706
8_8_2013-07-26,8198.3706
8_9_2013-07-26,8198.3706
8_10_2013-07-26,8198.3706
8_11_2013-07-26,8191.044600000001
8_12_2013-07-26,8193.622200000002
8_13_2013-07-26,8193.622200000002
8_14_2013-07-26,8144.600200000002
8_16_2013-07-26,8144.600200000002
8_17_2013-07-26,8148.271600000002
8_18_2013-07-26,8148.271600000002
8_19_2013-07-26,8148.271600000002
8_20_2013-07-26,8148.271600000002
8_21_2013-07-26,8230.109800000002
8_22_2013-07-26,8230.109800000002
8_23_2013-07-26,8209.3348
8_24_2013-07-26,8218.228000000001
8_25_2013-07-26,8209.6858
8_26_2013-07-26,8212.7808
8_27_2013-07-26,8212.7808
8_28_2013-07-26,8211.6444
8_29_2013-07-26,8211.6444
8_30_2013-07-26,8211.6444
8_31_2013-07-26,8211.6444
8_32_2013-07-26,8211.6444
8_33_2013-07-26,8211.6444
8_34_2013-07-26,8211.6444
8_35_2013-07-26,8211.6444
8_36_2013-07-26,8211.6444
8_37_2013-07-26,8211.6444
8_38_2013-07-26,8211.6444
8_40_2013-07-26,8211.6444
8_41_2013-07-26,8211.6444
8_42_2013-07-26,8211.6444
8_44_2013-07-26,8211.6444
8_46_2013-07-26,8211.6444
8_49_2013-07-26,8211.6444
8_52_2013-07-26,8211.6444
8_54_2013-07-26,8211.6444
8_55_2013-07-26,8211.6444
8_56_2013-07-26,8211.6444
8_58_2013-07-26,8211.6444
8_59_2013-07-26,8211.6444
8_60_2013-07-26,8211.6444
8_67_2013-07-26,8211.6444
8_71_2013-07-26,8211.6444
8_72_2013-07-26,8211.6444
8_74_2013-07-26,8211.6444
8_79_2013-07-26,8211.6444
8_80_2013-07-26,8211.6444
8_81_2013-07-26,8211.6444
8_82_2013-07-26,8211.6444
8_83_2013-07-26,8211.6444
8_85_2013-07-26,8211.6444
8_87_2013-07-26,8211.6444
8_90_2013-07-26,8211.6444
8_91_2013-07-26,8211.6444
8_92_2013-07-26,8211.6444
8_93_2013-07-26,8211.6444
8_94_2013-07-26,8211.6444
8_95_2013-07-26,8211.6444
8_97_2013-07-26,8211.6444
8_98_2013-07-26,8211.6444
8_99_2013-07-26,8211.6444
9_1_2012-11-02,864.6290000000001
9_2_2012-11-02,864.6290000000001
9_3_2012-11-02,864.6290000000001
9_4_2012-11-02,854.8338
9_5_2012-11-02,884.0101999999999
9_6_2012-11-02,884.0101999999999
9_7_2012-11-02,884.0101999999999
9_8_2012-11-02,909.2801999999999
9_9_2012-11-02,931.3111999999998
9_10_2012-11-02,931.3111999999998
9_11_2012-11-02,931.3111999999998
9_12_2012-11-02,1197.5242
9_13_2012-11-02,1197.5242
9_14_2012-11-02,1197.5242
9_16_2012-11-02,1589.7500000000002
9_17_2012-11-02,1589.7500000000002
9_18_2012-11-02,1589.7500000000002
9_19_2012-11-02,1677.2174000000005
9_20_2012-11-02,1677.2174000000005
9_21_2012-11-02,1689.3352000000004
9_22_2012-11-02,1697.5828000000004
9_23_2012-11-02,1676.6494000000002
9_24_2012-11-02,1667.9802000000004
9_25_2012-11-02,1558.6772000000003
9_26_2012-11-02,1564.3048000000003
9_27_2012-11-02,1564.3048000000003
9_28_2012-11-02,1564.3048000000003
9_29_2012-11-02,1564.3048000000003
9_30_2012-11-02,1564.3048000000003
9_31_2012-11-02,1564.3048000000003
9_32_2012-11-02,1564.3048000000003
9_33_2012-11-02,1564.3048000000003
9_34_2012-11-02,1564.3048000000003
9_35_2012-11-02,1564.3048000000003
9_36_2012-11-02,1564.3048000000003
9_38_2012-11-02,1564.3048000000003
9_40_2012-11-02,1564.3048000000003
9_41_2012-11-02,1564.3048000000003
9_42_2012-11-02,1564.3048000000003
9_44_2012-11-02,1564.3048000000003
9_46_2012-11-02,1564.3048000000003
9_48_2012-11-02,1564.3048000000003
9_49_2012-11-02,1564.3048000000003
9_52_2012-11-02,1564.3048000000003
9_55_2012-11-02,1564.3048000000003
9_56_2012-11-02,1564.3048000000003
9_59_2012-11-02,1564.3048000000003
9_60_2012-11-02,1564.3048000000003
9_67_2012-11-02,1564.3048000000003
9_71_2012-11-02,1564.3048000000003
9_72_2012-11-02,1564.3048000000003
9_74_2012-11-02,1564.3048000000003
9_79_2012-11-02,1564.3048000000003
9_81_2012-11-02,1564.3048000000003
9_82_2012-11-02,1564.3048000000003
9_85_2012-11-02,1564.3048000000003
9_87_2012-11-02,1564.3048000000003
9_90_2012-11-02,1564.3048000000003
9_91_2012-11-02,1564.3048000000003
9_92_2012-11-02,1564.3048000000003
9_95_2012-11-02,1564.3048000000003
9_96_2012-11-02,1564.3048000000003
9_1_2012-11-09,5007.2642
9_2_2012-11-09,5007.2642
9_3_2012-11-09,5007.2642
9_4_2012-11-09,5040.1132
9_5_2012-11-09,5040.1132
9_6_2012-11-09,5040.1132
9_7_2012-11-09,5040.1132
9_8_2012-11-09,5040.1132
9_9_2012-11-09,5122.1214
9_10_2012-11-09,5122.1214
9_11_2012-11-09,5250.2302
9_12_2012-11-09,5264.858600000001
9_13_2012-11-09,5264.858600000001
9_14_2012-11-09,5264.858600000001
9_16_2012-11-09,5234.619000000001
9_17_2012-11-09,5234.619000000001
9_18_2012-11-09,5234.619000000001
9_19_2012-11-09,5234.619000000001
9_20_2012-11-09,5234.619000000001
9_21_2012-11-09,5234.619000000001
9_22_2012-11-09,5234.619000000001
9_23_2012-11-09,5234.619000000001
9_24_2012-11-09,5234.619000000001
9_25_2012-11-09,5135.629800000001
9_26_2012-11-09,5135.629800000001
9_27_2012-11-09,5135.629800000001
9_28_2012-11-09,5135.629800000001
9_29_2012-11-09,5135.629800000001
9_30_2012-11-09,5135.629800000001
9_31_2012-11-09,5135.629800000001
9_32_2012-11-09,5135.629800000001
9_33_2012-11-09,5135.629800000001
9_34_2012-11-09,5135.629800000001
9_35_2012-11-09,5135.629800000001
9_36_2012-11-09,5135.629800000001
9_38_2012-11-09,5135.629800000001
9_40_2012-11-09,5135.629800000001
9_41_2012-11-09,5135.629800000001
9_42_2012-11-09,5135.629800000001
9_44_2012-11-09,5135.629800000001
9_46_2012-11-09,5135.629800000001
9_48_2012-11-09,5135.629800000001
9_49_2012-11-09,5135.629800000001
9_52_2012-11-09,5135.629800000001
9_54_2012-11-09,5135.629800000001
9_55_2012-11-09,5135.629800000001
9_56_2012-11-09,5135.629800000001
9_59_2012-11-09,5135.629800000001
9_60_2012-11-09,5135.629800000001
9_67_2012-11-09,5135.629800000001
9_71_2012-11-09,5135.629800000001
9_72_2012-11-09,5135.629800000001
9_74_2012-11-09,5135.629800000001
9_79_2012-11-09,5135.629800000001
9_81_2012-11-09,5135.629800000001
9_82_2012-11-09,5135.629800000001
9_85_2012-11-09,5135.629800000001
9_87_2012-11-09,5135.629800000001
9_90_2012-11-09,5135.629800000001
9_91_2012-11-09,5135.629800000001
9_92_2012-11-09,5135.629800000001
9_94_2012-11-09,5135.629800000001
9_95_2012-11-09,5135.629800000001
9_96_2012-11-09,5135.629800000001
9_1_2012-11-16,58.98560000000002
9_2_2012-11-16,58.98560000000002
9_3_2012-11-16,58.98560000000002
9_4_2012-11-16,58.98560000000002
9_5_2012-11-16,60.522400000000026
9_6_2012-11-16,61.20080000000004
9_7_2012-11-16,64.40320000000003
9_8_2012-11-16,65.98000000000003
9_9_2012-11-16,65.46480000000003
9_10_2012-11-16,67.71760000000003
9_11_2012-11-16,65.83120000000004
9_12_2012-11-16,67.93960000000004
9_13_2012-11-16,67.66200000000003
9_14_2012-11-16,64.96520000000002
9_16_2012-11-16,65.32680000000002
9_17_2012-11-16,66.76840000000001
9_18_2012-11-16,65.91160000000002
9_19_2012-11-16,67.59320000000002
9_20_2012-11-16,64.87480000000002
9_21_2012-11-16,61.21960000000003
9_22_2012-11-16,60.63800000000002
9_23_2012-11-16,64.38960000000002
9_24_2012-11-16,64.38960000000002
9_25_2012-11-16,64.30720000000002
